BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Poertner2023","Pörtner, Lara; Möske, Robert; Riel, Andreas","Data Ecosystem for Industrial Product- Service Systems (IPS2) Based on a Decentralized Data Architecture","Procedia CIRP",119,,"","1228-1233",2023,"","The 33rd CIRP Design Conference","https://www.sciencedirect.com/science/article/pii/S2212827123006339","","","","","","","","","","","","","Industrial Product-Service Systems (IPS2) confront design organizations with new challenges. One of those is the need for co-designing products with services, and their underlying service provider and supplier networks including the business models driving their cooperation for value delivery to the end users. In this context, data collected about all the organizations involved in IPS2 design and delivery are becoming increasingly valuable assets for both, the design as well as the continuous improvement, adaptation, and optimization of IPS2. In today's company IT infrastructures, data is typically managed in centralized data warehouses or data lakes. In order to cope with the dynamic nature of IPS2 design and operation, agile de-centralized data organizations would be appropriate. Qualitative statements about the feasibility of some decentralized architectures realized with data mesh principles are given from practical use cases. This work focuses on a decentralized data architecture to enabling IPS2 design and operation. Therefore, this work investigates the related challenges from centralized databases and proposes a decentralized concept solution tackling the requirements data privacy, data traceability, data accountability and data usability for the use case of a Mobility as a Service (MaaS) data ecosystem. For this purpose, compared to existing use cases, modern technology solutions such as blockchain technology and smart contracts are integrated in the concept.","","Industrial Product-Service Systems, Decentralized Data Architecture, Data Ecosystem, Data-Enabled Design","",""
7,"","Li2022","Li, Han; Hong, Tianzhen","A semantic ontology for representing and quantifying energy flexibility of buildings","Advances in Applied Energy",8,,"","100113",2022,"","","https://www.sciencedirect.com/science/article/pii/S2666792422000312","","","","","","","","","","","","","Energy flexibility of buildings can be an essential resource for a sustainable and reliable power grid with the growing variable renewable energy shares and the trend to electrify and decarbonize buildings. Traditional demand-side management technologies, advanced building controls, and emerging distributed energy resources (including electric vehicle, energy storage, and on-site power generation) enable the transition of the building stock to grid-interactive efficient buildings (GEBs) that operate efficiently to meet service needs and are responsive to grid pricing or carbon signals to achieve energy and carbon neutrality. Although energy flexibility has received growing attention from industry and the research community, there remains a lack of common ground for energy flexibility terminologies, characterization, and quantification methods. This paper presents a semantic ontology—EFOnt (Energy Flexibility Ontology)—that extends existing terminologies, ontologies, and schemas for building energy flexibility applications. EFOnt aims to serve as a standardized tool for knowledge co-development and streamlining energy flexibility related applications. We demonstrate potential use cases of EFOnt via two examples: (1) energy flexibility analytics with measured data from a residential smart thermostat dataset and a commercial building, and (2) modeling and simulation to evaluate energy flexibility of buildings. The compatibility of EFOnt with existing ontologies and the outlook of EFOnt's role in the building energy data tool ecosystem are discussed.","","Building energy flexibility, Semantic interoperability, Ontology, Grid-interactive efficient buildings, Demand side management","",""
7,"","Sharma2022a","Sharma, Vivek; Tripathi, Ashish Kumar; Mittal, Himanshu","Technological revolutions in smart farming: Current trends, challenges & future directions","Computers and Electronics in Agriculture",201,,"","107217",2022,"","","https://www.sciencedirect.com/science/article/pii/S0168169922005324","","","","","","","","","","","","","With increasing population, the demand for agricultural productivity is rising to meet the goal of “Zero Hunger”. Consequently, farmers have optimized the agricultural activities in a sustainable way with the modern technologies. This integration has boosted the agriculture production due to high potentiality in assisting the farmers. The impulse towards the technological advancement has revived the traditional agriculture methods and resulted in eco-friendly, sustainable, and efficient farming. This has revolutionized the era of smart farming which primarily alliance with modern technologies like, big data, machine learning, deep learning, swarm intelligence, internet-of-things, block chain, robotics and autonomous system, cloud-fog-edge computing, cyber physical systems, and generative adversarial networks (GAN). To cater the same, a detailed survey on ten hot-spots of smart farming is presented in this paper. The survey covers the technology-wise state-of-the-art methods along with their application domains. Moreover, the publicly available data sets with existing research challenges are investigated. Lastly, the paper concludes with suggestions to the identified problems and possible future research directions.","","Smart farming, Current Trends in smart farming, Precision agriculture, Agriculture 4.0, Machine Learning","",""
7,"","Cottam2022","Cottam, Ron; Vounckx, Roger","Chaos, complexity and computation in the evolution of biological systems","Biosystems",217,,"","104671",2022,"","","https://www.sciencedirect.com/science/article/pii/S0303264722000612","","","","","","","","","","","","","Chaos, complexity and computation are especially important concepts with respect to both the Evolution of biological systems and the evolution of the Universe. We consider each of these five entities separately, and then view their combination in an overall consideration of both evolution and Evolution. The concept of computation can be directly derived from processes characteristic of the Evolution of biology or the evolution of the Universe, rather than presumed from our own mathematical ideas. We advocate the inclusion of meaning in science's deliberations, and support this by insisting that physically embodied abstractions should be considered part concrete in character. Combination of our initial five conceptual entities indicates that biological Evolution follows the same developmental criteria as the evolution of the Universe, albeit with an intermediate change in strategy. We conclude that evolutionarily derived computation is the prime driver of evolution/Evolutions' implications.","","","",""
7,"","Shadbolt2022","Shadbolt, Nigel; Brett, Alys; Chen, Min; Marion, Glenn; McKendrick, Iain J.; Panovska-Griffiths, Jasmina; Pellis, Lorenzo; Reeve, Richard; Swallow, Ben","The challenges of data in future pandemics","Epidemics",40,,"","100612",2022,"","","https://www.sciencedirect.com/science/article/pii/S1755436522000548","","","","","","","","","","","","","The use of data has been essential throughout the unfolding COVID-19 pandemic. We have needed it to populate our models, inform our understanding, and shape our responses to the disease. However, data has not always been easy to find and access, it has varied in quality and coverage, been difficult to reuse or repurpose. This paper reviews these and other challenges and recommends steps to develop a data ecosystem better able to deal with future pandemics by better supporting preparedness, prevention, detection and response.","","Data and models, Data ecosystem, Data lifecycles, FAIR data, Pandemic preparedness, COVID-19","",""
7,"","Lacroix2023","Lacroix, Sylvain; Ostermeyer, Emeric; Duigou, Julien Le; Bornard, Florent; Rival, Sylvain; Mary, Marie-France; Eynard, Benoit","Lessons learnt in industrial data platform integration","Procedia Computer Science",217,,"","1660-1669",2023,"","4th International Conference on Industry 4.0 and Smart Manufacturing","https://www.sciencedirect.com/science/article/pii/S1877050922024516","","","","","","","","","","","","","In a paradigm of value creation from data collection and analysis, using Big Data, and particularly mining techniques, industrial actors are confronted to a series of issue regarding data collection, storage, distribution, and management. In this paper, we worked with several French industrials to provide them a data platform, able to centralise and distribute data coming from the shop-floor and from business related information systems. Our experience with both green field and brown field approach, as well as an historic activity in big data platforms for telecommunication industries have been used to compile a series of definition, working concepts and recommendations regarding the integration of a data platform to support manufacturing, data-based applications. These lessons learnt are presented in this paper, as well as on-going experiments to further improve key components and functions of industrial data platforms.","","Industry 4.0, Data Platform, Integration, Data Lake, Big Data, Lessons learnt","",""
7,"","Wu2022","Wu, Jiantao; Orlandi, Fabrizio; AlSkaif, Tarek; O’Sullivan, Declan; Dev, Soumyabrata","A semantic web approach to uplift decentralized household energy data","Sustainable Energy, Grids and Networks",32,,"","100891",2022,"","","https://www.sciencedirect.com/science/article/pii/S2352467722001497","","","","","","","","","","","","","In a decentralized household energy system comprised of various devices such as home appliances, electric vehicles, and solar panels, end-users are able to dig deeper into the system’s details and further achieve energy sustainability if they are presented with data on the electric energy consumption and production at the granularity of the device. However, many databases in this field are siloed from other domains, including solely information pertaining to energy. This may result in the loss of information (e.g. weather) on each device’s energy use. Meanwhile, a large number of these datasets have been extensively used in computational modeling techniques such as machine learning models. While such computational approaches achieve great accuracy and performance by concentrating only on a local view of datasets, model reliability cannot be guaranteed since such models are very vulnerable to data input fluctuations when information omission is taken into account. This article tackles the data isolation issue in the field of smart energy systems by examining Semantic Web methods on top of a household energy system. We offer an ontology-based approach for managing decentralized data at the device-level resolution in a system. As a consequence, the scope of the data associated with each device may easily be expanded in an interoperable manner throughout the Web, and additional information, such as weather, can be obtained from the Web, provided that the data is organized according to W3C standards.","","Heterogeneous data, Household energy systems, Linked Data, Ontology, Semantics web, Decentralized energy data","",""
7,"","Li2022a","Li, Zexi; Mao, Feng; Wu, Chao","Can we share models if sharing data is not an option?","Patterns",3,11,"","100603",2022,"","","https://www.sciencedirect.com/science/article/pii/S2666389922002288","","","","","","","","","","","","","Summary In the big data era, vast volumes of data are generated daily as the foundation of data-driven scientific discovery. Thanks to the recent open data movement, much of these data are being made available to the public, significantly advancing scientific research and accelerating socio-technical development. However, not all data are suitable for opening or sharing because of concerns over privacy, ownership, trust, and incentive. Therefore, data sharing remains a challenge for specific data types and holders, making a bottleneck for further unleashing the potential of these “closed data.” To address this challenge, in this perspective, we conceptualize the current practices and technologies in data collaboration in a data-sharing-free manner and propose a concept of the model-sharing strategy for using closed data without sharing them. Supported by emerging advances in artificial intelligence, this strategy will unleash the large potential in closed data. Moreover, we show the advantages of the model-sharing strategy and explain how it will lead to a new paradigm of big data governance and collaboration.","","big data, data sharing, open science, model-sharing strategy, artificial intelligence, federated learning","",""
7,"","Kamariotou2022","Kamariotou, Maria; Kitsios, Fotis","Hackathons for Driving Service Innovation Strategies: The Evolution of a Digital Platform-Based Ecosystem","Journal of Open Innovation: Technology, Market, and Complexity",8,3,"","111",2022,"","","https://www.sciencedirect.com/science/article/pii/S2199853122007120","","","","","","","","","","","","","ABSTRACT Despite the fact that hackathons and digital innovation contests have emerged as substantial intermediaries in open innovation and entrepreneurship, knowledge about how hackathons and digital innovation contests impact innovation in cities is restricted. There is also a scarcity of models that aid in the organization of digital innovation contests. Based on the existing frameworks for contest organizations, the aim of this article is to present a case study which develops a framework for hosting and evaluating open data hackathons. The hackathon framework is developed from the organizer’s viewpoint, and it has been executed in three digital innovation competitions in Thessaloniki. The suggested scheme adds new knowledge to the field of open data and digital innovation competitions while also providing practitioners with opportunities to host digital contests. Moreover, this framework offers hackathon organizers with regulations and resources to help them plan innovation contests that contribute to the betterment of an open data ecosystem.","","service innovation, digital services, open innovation, hackathon, ecosystem","",""
7,"","Kumar2023","Kumar, Vikash; Kumar, Kundan; Hussain, Dr. Muzzammil","Enhanced Generic Framework for Privacy Preservation in Internet of Things Networks","Procedia Computer Science",230,,"","475-485",2023,"","3rd International Conference on Evolutionary Computing and Mobile Sustainable Networks (ICECMSN 2023)","https://www.sciencedirect.com/science/article/pii/S1877050923021087","","","","","","","","","","","","","The Internet of Things (IoT) has fundamentally transformed our interaction with technology by connecting a diverse array of devices and objects through the internet, presenting boundless possibilities in various domains such as healthcare, agriculture, transportation, and industrial automation. However, this interconnected network of smart devices also brings forth complex security and privacy challenges, encompassing the potential for infringements on privacy, data breaches, and unauthorized access. To address these concerns and ensure successful adoption, this paper proposes a novel mechanism that involves an Audit Manager for transparency and accountability. This comprehensive approach aims to safeguard user data, promote trust, and strengthen the security of IoT environments, facilitating their seamless integration into various aspects of our lives. The security analysis of the proposed mechanism has proved it to be secure and reliable.","","The Internet of Things (IoT), Role-based access control (RBAC), Advanced Encryption Standard (AES)","",""
7,"","Samuel2022","Samuel, Jim; Kashyap, Rajiv; Samuel, Yana; Pelaez, Alexander","Adaptive cognitive fit: Artificial intelligence augmented management of information facets and representations","International Journal of Information Management",65,,"","102505",2022,"","","https://www.sciencedirect.com/science/article/pii/S0268401222000366","","","","","","","","","","","","","Explosive growth in big data technologies and artificial intelligence (AI) applications have led to increasing pervasiveness of information facets and a rapidly growing array of information representations. Information facets, such as equivocality and veracity, can dominate and significantly influence human perceptions of information and consequently affect human performance. Extant research in cognitive fit, which preceded the big data and AI era, focused on the effects of aligning information representation and task on performance, without sufficient consideration to information facets and attendant cognitive challenges. Therefore, there is a compelling need to understand the interplay of these dominant information facets with information representations and tasks, and their influence on human performance. We suggest that artificially intelligent technologies that can adapt information representations to overcome cognitive limitations are necessary for these complex information environments. To this end, we propose and test a novel “Adaptive Cognitive Fit” (ACF) framework that explains the influence of information facets and AI-augmented information representations on human performance. We draw on information processing theory and cognitive dissonance theory to advance the ACF framework and a set of propositions. We empirically validate the ACF propositions with an economic experiment that demonstrates the influence of information facets, and a machine learning simulation that establishes the viability of using AI to improve human performance.","","Adaptive, Artificial intelligence, Cognitive fit, Equivocality, Information facet, Information processing, Machine learning, Augmentation, Optimal performance, Information","",""
7,"","Patel2023","Patel, Smit; Goldsack, Jennifer C.; Cordovano, Grace; Downing, Andrea; Fields, Karen K.; Geoghegan, Cindy; Grewal, Upinder; Nieva, Jorge; Patel, Nikunj; Rollison, Dana E.; Sah, Archana; Said, Maya; Van De Keere, Isabel; Way, Amanda; Wolff-Hughes, Dana L.; Wood, William A.; Robinson, Edmondo J.","Advancing Digital Health Innovation in Oncology: Priorities for High-Value Digital Transformation in Cancer Care","Journal of Medical Internet Research",25,,"","",2023,"","","https://www.sciencedirect.com/science/article/pii/S1438887123000080","","","","","","","","","","","","","Although health care delivery is becoming increasingly digitized, driven by the pursuit of improved access, equity, efficiency, and effectiveness, progress does not appear to be equally distributed across therapeutic areas. Oncology is renowned for leading innovation in research and in care; digital pathology, digital radiology, real-world data, next-generation sequencing, patient-reported outcomes, and precision approaches driven by complex data and biomarkers are hallmarks of the field. However, remote patient monitoring, decentralized approaches to care and research, “hospital at home,” and machine learning techniques have yet to be broadly deployed to improve cancer care. In response, the Digital Medicine Society and Moffitt Cancer Center convened a multistakeholder roundtable discussion to bring together leading experts in cancer care and digital innovation. This viewpoint highlights the findings from these discussions, in which experts agreed that digital innovation is lagging in oncology relative to other therapeutic areas. It reports that this lag is most likely attributed to poor articulation of the challenges in cancer care and research best suited to digital solutions, lack of incentives and support, and missing standardized infrastructure to implement digital innovations. It concludes with suggestions for actions needed to bring the promise of digitization to cancer care to improve lives.","","digital health, innovation, oncology, cancer care, cancer, patient journey, digital transformation, digital divide, health care delivery, service delivery, equity, patient-reported outcome, PROM, biomarker, digital innovation","",""
7,"","Ramalli2023","Ramalli, Edoardo; Dinelli, Timoteo; Nobili, Andrea; Stagni, Alessandro; Pernici, Barbara; Faravelli, Tiziano","Automatic validation and analysis of predictive models by means of big data and data science","Chemical Engineering Journal",454,,"","140149",2023,"","","https://www.sciencedirect.com/science/article/pii/S1385894722056297","","","","","","","","","","","","","Validation is an essential procedure in the development of a predictive model in several engineering fields. In addition, recent data analysis techniques and the increasing availability of data have the potential to provide a deeper understanding of experimental data and simulation models. This work proposes a systematic, objective, and automatic methodology to validate and analyze experiments and models from a high-level perspective. The proposed methodology exploits the opportunities offered by the ‘data ecosystem’ concept, combining data and model evaluation and providing an integrated set of techniques to produce synthetic but comprehensive insights about the experiment and the predictive model. The methodology focuses on data assessment of the experiments used in the process, the use of a trend similarity comparison index to measure the model performance, and data science techniques to systematically extract models’ behavior insight by analyzing a large number of validation results and linking them to the experiment characteristics. The automated proposed approach follows the generality principle and can be extended to different application domains in which predictive models are validated against big data in the chemical engineering domain. As a case study, the proposed methodology is applied with hundreds of experimental datasets to evaluate a kinetic model that describes the pyrolysis and combustion of hydrocarbons.","","Model validation, Model analysis, Data science, Data mining, Big data, Knowledge extraction","",""
7,"","Geerts2022","Geerts, Guido L.; O'Leary, Daniel E.","V-Matrix: A wave theory of value creation for big data","International Journal of Accounting Information Systems",47,,"","100575",2022,"","","https://www.sciencedirect.com/science/article/pii/S1467089522000276","","","","","","","","","","","","","This paper examines the “V-Matrix” and provides a wave theory life cycle model of organizations’ adoption of big data. The V-Matrix is based on the big data five “V’s”: Volume, Velocity, Variety, Veracity, and Value and captures and enumerates the different potential states that an organization can go through as part of its adoption and evolution towards big data. We extend the V-Matrix to a state space approach in order to provide a characterization of the adoption of big data technologies in an organization. We develop and use a wave theory of implementation to accommodate a firm’s movement through the V-Matrix. Accordingly, the V-Matrix provides a life cycle model of organizational use of the different aspects of big data. In addition, the model can help organizations’ plan for decision-making use of big data as they anticipate movement from one state to another, as they add big data capabilities. As part of this analysis, the paper examines some of the issues that occur in the different states, including synergies and other issues associated with co-occurrence of different V’s with each other. Finally, this paper integrates the V-Matrix with other data analytic life cycles and examines some of the implications of those models.","","Big Data, Life Cycle, Volume, Velocity, Variety, Veracity, State Space Model, Big Data Theory Development, Life Cycle of Big Data, Wave theory","",""
7,"","Krans2022","Krans, N. A.; Ammar, A.; Nymark, P.; Willighagen, E. L.; Bakker, M. I.; Quik, J. T. K.","FAIR assessment tools: evaluating use and performance","NanoImpact",27,,"","100402",2022,"","","https://www.sciencedirect.com/science/article/pii/S2452074822000246","","","","","","","","","","","","","Publishing research data using a findable, accessible, interoperable, and reusable (FAIR) approach is paramount to further innovation in many areas of research. In particular in developing innovative approaches to predict (eco)toxicological risks in (nano or advanced) material design where efficient use of existing data is essential. The use of tools assessing the FAIRness of data helps the future improvement of data FAIRness and therefore their re-use. This paper reviews ten FAIR assessment tools that have been evaluated and characterized using two datasets from the nanomaterials and microplastics risk assessment domain. The tools were grouped into four categories: online and offline self-assessment survey based, online (semi-) automated and other tools. We found that the online self-assessment tools can be used for a quick scan of a user's dataset due to their ease of use, little need for experience and short time investment. When a user is looking to assess full databases, and not just datasets, for their FAIRness, (semi-)automated tools are more practical. The offline assessment tools were found to be limited and unreliable due to a lack of guidance and an under-developed state. To further characterize the usability, two datasets were run through all tools to check the similarity in the tools’ results. As most of the tools differ in their implementation of the FAIR principles, a large variety in outcomes was obtained. Furthermore, it was observed that only one tool gives recommendations to the user on how to improve the FAIRness of the evaluated dataset. This paper gives clear recommendations for both the user and the developer of FAIR assessment tools.","","FAIR, Tools, Assessment, Nano-informatics, Decision support, FAIR data","",""
7,"","Lewoniewski2023","Lewoniewski, Włodzimierz; Węcel, Krzysztof; Abramowicz, Witold","Understanding the Use of Scientific References in Multilingual Wikipedia across Various Topics","Procedia Computer Science",225,,"","3977-3986",2023,"","27th International Conference on Knowledge Based and Intelligent Information and Engineering Sytems (KES 2023)","https://www.sciencedirect.com/science/article/pii/S187705092301551X","","","","","","","","","","","","","To maintain information quality, Wikipedia articles are required to be based on reliable sources that readers can verify. However, assessing the reliability of sources is subjective and can vary depending on the language and topic. As a result, different language versions of Wikipedia may have their own criteria for determining the credibility of sources. Some Wikipedia references point to scientific sources that are generally considered more reliable than websites because they are subject to a rigorous peer review process and are published by reputable academic publishers. This means that the information presented in scientific sources has been thoroughly evaluated by experts in the relevant field, ensuring a higher degree of accuracy and credibility. In this study, we analyzed 325 million references from 60 million Wikipedia articles in 310 language versions to find scientific sources of information. Additionally, we divided the articles into different topics using three approaches: Wikipedia Projects, Wikidata and DBpedia. This allowed us to find and compare Sci score of each language version of Wikipedia and the topic.","","Wikipedia, references, information sources, DBpedia, Wikidata, WikiProject, topic classification","",""
7,"","Liao2022","Liao, Chia-Hung; Guan, Xue-Qin; Cheng, Jen-Hao; Yuan, Shyan-Ming","Blockchain-based identity management and access control framework for open banking ecosystem","Future Generation Computer Systems",135,,"","450-466",2022,"","","https://www.sciencedirect.com/science/article/pii/S0167739X22001868","","","","","","","","","","","","","Financial institutions are following an open banking (OB) trend for service innovation and integration. OB allows third-party service providers (TSPs) to access user financial data for purposes of finding the best deals and improving user experiences. The trust in third parties required for OB ecosystem success raises questions about digital identity integration, data sharing, and privacy preservation. Decentralized applications (DApps) for classifying and protecting data privacy, recording user consent, tracking TSP access actions, managing application programming interfaces (APIs), and preserving self-sovereign identities already exist, but in some countries such as Taiwan they have yet to be integrated into an operable three-phase OB approach. After identifying all major requirements of primary OB participants, we develop a blockchain-based identity management and access control (BIMAC) framework that shares some advantages of both traditional banking and blockchain technology. The BIMAC infrastructure applies smart contracts and a stateless authentication mechanism to form a reliable personal information transaction security control (PITSC) platform that offers such functionalities as decentralized third-party login (TPL), the ability to open bank accounts online, data authorization/revocation, integrated payouts, and TSP access monitoring. System performance evaluation results indicate that the frequent execution functions of the proposed framework have lower computation costs than the average transaction cost of public Ethereum.","","Consortium blockchain, Smart contract, Open banking, Identity management, Access control, Privacy preservation, Data sharing","",""
7,"","Top2022","Top, Jan; Janssen, Sander; Boogaard, Hendrik; Knapen, Rob; Şimşek-Şenel, Görkem","Cultivating FAIR principles for agri-food data","Computers and Electronics in Agriculture",196,,"","106909",2022,"","","https://www.sciencedirect.com/science/article/pii/S0168169922002265","","","","","","","","","","","","","Data generated by the global food system is crucial in the transformation towards sustainable, resilient, and high-quality food production. Although the amount of potentially useful data is growing rapidly, its (re)use is still limited. The FAIR-principles have been developed for making data findable, accessible, interoperable, and reusable both by humans and machines. This paper explores the further operationalization of the FAIR principles in agriculture and food. Experience shows that several conditions must be fulfilled before data can be effectively shared and reused. First, automated tools must be available for data providers and users. Secondly, we need a community-based approach in developing tools and vocabularies. Thirdly, data cannot be shared by an open-by-default policy only. Finally, scientific insight is needed in how data is actually (re)used in scientific communities. We conclude that bringing the FAIR-principles to full maturity requires a fair balance of efforts within the agri-food communities, supported by a proper infrastructure.","","Agriculture, Food supply chain, Data sharing, FAIR principles, Ontology, Controlled vocabulary","",""
7,"","Ryszko2022","Ryszko, Adam; Szafraniec, Marek","Mapping the Landscape of the Business Model and Open Innovation Scientific Field to Set Proposals for Directions of Future Research","Journal of Open Innovation: Technology, Market, and Complexity",8,3,"","150",2022,"","","https://www.sciencedirect.com/science/article/pii/S219985312200751X","","","","","","","","","","","","","ABSTRACT In recent years increasing attention has been paid to theory building and empirical research that explore the links between the business model and open innovation (BM&OI). Nevertheless, studies presenting the results of bibliometric analyses merging these two terms are still scarce. Therefore, the main aim of this paper was to present the results of a comprehensive bibliometric analysis focused on the determination and mapping of the evolving cognitive and social structures in the BM&OI literature to set proposals for directions of future research. Our research was based on the dataset obtained from the Scopus database and made use of the Biblioshiny and the VOSviewer software. Descriptive and network analyses were conducted to demonstrate an overview of the scientific field under consideration. We identified the leading authors, sources, countries and institutions in the BM&OI literature. The most influential publications on the BM&OI and the most cited references by documents covering the BM&OI research were indicated. Based on the thematic evolution and thematic maps, the evolving structures of key sub-fields of the BM&OI research were determined and discussed. Moreover, the major clusters and the specificity of scientific collaboration in the analyzed research domain were identified and described. Our intention was to demonstrate to both scholars and practitioners the wide-ranging landscape of multifaceted research on the BM&OI.","","business model, open innovation, bibliometric analysis, network analysis","",""
7,"","Kerr2023","Kerr, David; Klonoff, David C.; Bergenstal, Richard M.; Choudhary, Pratik; Ji, Linong","A Roadmap to an Equitable Digital Diabetes Ecosystem","Endocrine Practice",29,3,"","179-184",2023,"","","https://www.sciencedirect.com/science/article/pii/S1530891X22009089","","","","","","","","","","","","","Objectives Diabetes management presents a substantial burden to individuals living with the condition and their families, health care professionals, and health care systems. Although an increasing number of digital tools are available to assist with tasks such as blood glucose monitoring and insulin dose calculation, multiple persistent barriers continue to prevent their optimal use. Methods As a guide to creating an equitable connected digital diabetes ecosystem, we propose a roadmap with key milestones that need to be achieved along the way. Results During the Coronavirus 2019 pandemic, there was an increased use of digital tools to support diabetes care, but at the same time, the pandemic also highlighted problems of inequities in access to and use of these same technologies. Based on these observations, a connected diabetes ecosystem should incorporate and optimize the use of existing treatments and technologies, integrate tasks such as glucose monitoring, data analysis, and insulin dose calculations, and lead to improved and equitable health outcomes. Conclusions Development of this ecosystem will require overcoming multiple obstacles, including interoperability and data security concerns. However, an integrated system would optimize existing devices, technologies, and treatments to improve outcomes.","","diabetes, digital health, insulin, self-care, technology, telehealth","",""
7,"","Wang2022","Wang, Zehao; Chen, Tse-Hsun (Peter); Zhang, Haoxiang; Wang, Shaowei","An empirical study on the challenges that developers encounter when developing Apache Spark applications","Journal of Systems and Software",194,,"","111488",2022,"","","https://www.sciencedirect.com/science/article/pii/S0164121222001674","","","","","","","","","","","","","Apache Spark is one of the most popular big data frameworks that abstract the underlying distributed computation details. However, even though Spark provides various abstractions, developers may still encounter challenges related to the peculiarity of distributed computation and environment. To understand the challenges that developers encounter, and provide insight for future studies, in this paper, we conduct an empirical study on the questions that developers encounter. We manually analyze 1,000 randomly selected questions that we collected from Stack Overflow. We find that: 1) questions related to data processing (e.g., transforming data format) are the most common among the 11 types of questions that we uncovered. 2) Even though data processing questions are the most common ones, they require the least amount of time to receive an answer. Questions related to configuration and performance require the most time to receive an answer. 3) Most of the issues are caused by developers’ insufficient knowledge in API usages, data conversation across frameworks, and environment-related configurations. We also discuss the implication of our findings for researchers and practitioners. In summary, our work provides insights for future research directions and highlight the need for more software engineering research in this area.","","Big data system, Empirical study, Stack Overflow","",""
7,"","Deagen2022","Deagen, Michael E.; Walsh, Dylan J.; Audus, Debra J.; Kroenlein, Kenneth; de Pablo, Juan J.; Aou, Kaoru; Chard, Kyle; Jensen, Klavs F.; Olsen, Bradley D.","Networks and interfaces as catalysts for polymer materials innovation","Cell Reports Physical Science",3,11,"","101126",2022,"","","https://www.sciencedirect.com/science/article/pii/S2666386422004283","","","","","","","","","","","","","Summary Autonomous experimental systems offer a compelling glimpse into a future where closed-loop, iterative cycles—performed by machines and guided by artificial intelligence (AI) and machine learning (ML)—play a foundational role in materials research and development. This perspective draws attention to the roles of networks and interfaces—of and between humans and machines—for the purpose of generating knowledge and accelerating innovation. Polymers, a class of materials with massive global impact, present a unique opportunity for the application of informatics and automation to pressing societal challenges. To develop these networks and interfaces in polymer science, the Community Resource for Innovation in Polymer Technology (CRIPT)—a polymer data ecosystem based on novel polymer data model, representation, search, and visualization technologies—is introduced. The ongoing co-design efforts engage stakeholders in industry, academia, and government to uncover rapidly actionable, high-impact opportunities to build networks, bridge interfaces, and catalyze innovation in polymer technology.","","","",""
7,"","Tamborrino2022","Tamborrino, Rosa; Patti, Edoardo; Aliberti, Alessandro; Dinler, Mesut; Orlando, Matteo; de Luca, Claudia; Tondelli, Simona; Barrientos, Francisco; Martin, John; Cunha, Luís F. M.; Stam, Andries; Nales, Aad; Egusquiza, Aitziber; Amirzada, Zahra; Pavlova, Irina","A resources ecosystem for digital and heritage-led holistic knowledge in rural regeneration","Journal of Cultural Heritage",57,,"","265-275",2022,"","","https://www.sciencedirect.com/science/article/pii/S1296207422001510","","","","","","","","","","","","","This paper presents a digital resources ecosystem prototype of integrated tools and resources to support heritage-led regeneration of rural regions, thanks to a deeper understanding of the complexity of cultural natural landscapes throughout their historical and current development. The ecosystem is conceived as a distributed software platform establishing data ecosystem and open standards for the management of information, aimed at providing different services and applications to address the needs of the various end-users identified. The platform has been conceived and realised in the framework of a Horizon 2020 research project, with a view to building a set of holistic knowledge about rural regions and their cultural and natural heritage and making it available for long-lasting heritage-led territorial processes of change. It is the product of a multidisciplinary collaboration amongst heritage, digital humanities and ICTs experts, and combines data and methodologies from a range of approaches to humanities together with the customisation of effective digital tools. It has been designed for deployment also in cloud systems compliant with the Infrastructure-as-a-Service paradigm. All data is Findable, Accessible, Interoperable, Reusable (FAIR data). It hosts and integrates different tools, making the data gathered with/for local stakeholders usable and making the same data re-usable within the tools’ functions, generating integrated heritage knowledge. It comprises data on 19 rural pilot territories, where the tools and their integration have been developed and tested, while 62 more are partially included as additional territories which participate in certain activities within the project. The main testers for this platform and its functions are the local stakeholders of these territories. The paper describes and analyses the platform and its impact, discussing the integration of tools as an innovative approach that goes beyond the use of individual tools in shaping a multidimensional vision. It also offers an analysis of the potential of an integrated digital ecosystem in evidence-based and place-based regeneration strategies. Some reflections for developments and cooperation during the pandemic are also presented.","","Digital heritage platform, FAIR data, Digital humanities, Cultural heritage, Rural digital strategies, Digital tools’ integration","",""
